47.31	 2.69	25.83	 0.06	25.19	16.91	heating		
47.91	 2.96	25.87	 0.08	25.19	17.22	heating		
48.47	 3.17	25.88	 0.08	25.19	17.47	heating		
49.11	 3.42	25.93	 0.12	25.19	17.81	heating		
49.70	 3.62	25.94	 0.12	25.19	18.05	heating		
50.30	 3.79	25.95	 0.12	25.19	18.29	heating		
50.88	 3.94	25.96	 0.11	25.19	18.50	heating		
51.45	 4.06	25.95	 0.09	25.19	18.67	heating		
51.98	 4.12	25.97	 0.10	25.19	18.84	heating		
52.47	 4.16	25.96	 0.08	25.19	18.95	heating		
52.94	 4.16	25.99	 0.10	25.19	19.08	heating		
53.41	 4.17	26.01	 0.10	25.19	19.19	heating		
53.90	 4.19	25.99	 0.08	25.19	19.29	heating		
54.36	 4.19	26.03	 0.10	25.19	19.41	heating		
54.84	 4.21	26.03	 0.09	25.19	19.52	heating		
55.27	 4.17	26.02	 0.07	25.19	19.57	heating		
55.73	 4.17	26.06	 0.11	25.19	19.70	heating		
56.23	 4.20	26.10	 0.13	25.19	19.87	heating		
56.71	 4.21	26.13	 0.15	25.19	20.01	heating		
57.21	 4.24	26.16	 0.15	25.19	20.14	heating		
57.67	 4.23	26.15	 0.13	25.19	20.22	heating		
58.16	 4.25	26.17	 0.14	25.19	20.35	heating		
58.61	 4.23	26.19	 0.14	25.19	20.45	heating		
59.09	 4.24	26.21	 0.15	25.19	20.57	heating		
59.56	 4.23	26.23	 0.15	25.19	20.68	heating		
60.01	 4.22	26.25	 0.16	25.19	20.78	heating		
60.44	 4.18	26.28	 0.17	25.19	20.88	heating		
60.92	 4.19	26.30	 0.16	25.19	20.99	heating		
61.39	 4.20	26.28	 0.14	25.19	21.08	heating		
61.81	 4.16	26.28	 0.12	25.19	21.14	heating		
62.24	 4.13	26.30	 0.12	25.19	21.22	heating		
62.66	 4.10	26.30	 0.11	25.19	21.29	heating		
63.11	 4.09	26.32	 0.12	25.19	21.39	heating		
63.51	 4.04	26.31	 0.09	25.19	21.43	heating		
63.89	 3.97	26.30	 0.08	25.19	21.46	heating		
64.24	 3.89	26.32	 0.09	25.19	21.50	heating		
64.59	 3.83	26.31	 0.07	25.19	21.52	heating		
64.89	 3.71	26.36	 0.11	25.19	21.56	heating		
65.21	 3.62	26.37	 0.11	25.19	21.58	heating		
65.55	 3.57	26.41	 0.14	25.19	21.66	heating		
65.92	 3.55	26.46	 0.16	25.19	21.77	heating		
66.33	 3.56	26.51	 0.19	25.19	21.91	heating		
66.78	 3.61	26.57	 0.23	25.19	22.10	heating		
67.23	 3.65	26.62	 0.25	25.19	22.25	heating		
67.74	 3.74	26.64	 0.24	25.19	22.43	heating		
68.24	 3.82	26.69	 0.27	25.19	22.63	heating		
68.77	 3.91	26.73	 0.28	25.19	22.84	heating		
69.33	 4.02	26.78	 0.29	25.19	23.06	heating		
69.84	 4.08	26.81	 0.29	25.19	23.23	heating		
70.39	 4.18	26.80	 0.25	25.19	23.38	heating		
70.93	 4.24	26.83	 0.25	25.19	23.56	heating		
71.44	 4.27	26.85	 0.25	25.19	23.71	heating		
71.97	 4.33	26.89	 0.25	25.19	23.88	heating		
72.45	 4.32	26.94	 0.28	25.19	24.02	heating		
72.91	 4.31	26.94	 0.25	25.19	24.11	heating		
73.41	 4.33	26.96	 0.24	25.19	24.24	heating		
73.88	 4.32	26.98	 0.24	25.19	24.35	heating		
74.32	 4.28	26.98	 0.21	25.19	24.42	heating		
74.74	 4.23	27.01	 0.22	25.19	24.50	heating		
75.18	 4.21	27.02	 0.21	25.19	24.59	heating		
75.56	 4.12	26.98	 0.15	25.19	24.57	heating		
75.92	 4.04	27.00	 0.15	25.25	24.61	heating		
76.25	 3.93	27.04	 0.17	25.19	24.64	heating		
76.60	 3.85	27.08	 0.19	25.25	24.71	heating		
76.94	 3.77	27.11	 0.20	25.19	24.76	heating		
77.29	 3.71	27.15	 0.22	25.19	24.84	heating		
77.62	 3.63	27.17	 0.22	25.25	24.88	heating		
77.94	 3.56	27.20	 0.21	25.19	24.92	heating		
78.27	 3.51	27.26	 0.25	25.25	25.02	heating		
78.62	 3.46	27.23	 0.20	25.25	25.03	heating		
78.90	 3.37	27.27	 0.21	25.25	25.07	heating		
79.20	 3.30	27.27	 0.19	25.25	25.09	heating		
79.50	 3.25	27.29	 0.19	25.25	25.14	heating		
79.76	 3.16	27.30	 0.18	25.25	25.15	heating		
80.04	 3.09	27.27	 0.14	25.25	25.14	heating		
80.28	 3.00	27.27	 0.12	25.25	25.13	heating		
80.49	 2.88	27.20	 0.04	25.25	25.02	heating		
80.68	 2.77	27.21	 0.05	25.25	25.00	heating		
80.82	 2.62	27.22	 0.05	25.25	24.95	heating		
81.03	 2.54	27.22	 0.05	25.25	24.95	heating		
81.17	 2.41	27.23	 0.05	25.25	24.91	heating		
81.33	 2.32	27.21	 0.03	25.25	24.86	heating		
81.45	 2.19	27.24	 0.05	25.25	24.85	heating		
81.56	 2.08	27.20	 0.01	25.25	24.76	heating		
81.62	 1.92	27.15	-0.03	25.25	24.63	heating		
81.71	 1.81	27.11	-0.07	25.25	24.54	heating		
81.75	 1.66	27.13	-0.04	25.25	24.48	heating		
81.79	 1.54	27.17	 0.00	25.25	24.45	heating		
81.81	 1.40	27.20	 0.02	25.25	24.40	heating		
81.86	 1.30	27.24	 0.06	25.25	24.39	heating		
81.93	 1.24	27.28	 0.09	25.25	24.41	heating		
82.00	 1.17	27.30	 0.10	25.25	24.41	heating		
82.08	 1.13	27.34	 0.12	25.25	24.43	heating		
82.17	 1.09	27.38	 0.15	25.25	24.47	heating		
82.26	 1.07	27.38	 0.13	25.25	24.47	heating		
82.38	 1.07	27.40	 0.14	25.25	24.52	heating		
82.47	 1.05	27.41	 0.13	25.25	24.53	heating		
82.58	 1.04	27.42	 0.13	25.25	24.56	heating		
82.70	 1.04	27.43	 0.13	25.25	24.60	heating		
82.82	 1.05	27.42	 0.10	25.25	24.61	heating		
82.94	 1.05	27.44	 0.11	25.25	24.66	heating		
83.05	 1.04	27.42	 0.08	25.25	24.66	heating		
83.13	 1.01	27.39	 0.05	25.25	24.62	heating		
83.24	 1.01	27.38	 0.03	25.25	24.63	heating		
83.29	 0.95	27.36	 0.01	25.25	24.58	heating		
83.36	 0.92	27.39	 0.04	25.25	24.62	heating		
83.47	 0.93	27.40	 0.04	25.25	24.65	heating		
83.56	 0.92	27.47	 0.11	25.25	24.74	heating		
